0,1,2,3
,,ACTIVATE,
,,ACTIVATEACK high,
,,,
,,RUN,
,,,
par,,"AR, AW, W credits sent",
,,"AR, AW, W transfers sent",
,,,
,,"B, R credits sent
B, R transfers sent",
,,,
,,,
,N,o outstanding transactions,
,,"s to stop
ACTIVATEREQ low",
,,DEACTIVATE,
,,ACTIVATEACK low,
,,,
,,STOP,
